id,creditLimit,gender,edu,age,nDelay,billAmt1,billAmt2,billAmt3,billAmt4,billAmt5,billAmt6,default
1364,30000,0,1,29,0,27900,28200,28500,15600,15900,16200,0
1365,3100,1,3,49,2,2790,2697,2852,1612,0,0,1
1366,13300,0,1,34,2,133,133,0,0,0,0,1
1367,44000,1,1,35,0,18480,23320,31240,22440,22440,13200,0
1368,28500,1,1,43,0,9405,9975,10260,10830,11115,11400,0
1369,33300,1,1,26,0,1998,666,0,666,333,0,0
1370,14200,0,3,55,0,13632,13632,13490,13774,10366,10082,0
1371,34200,1,1,29,2,0,0,0,0,0,0,0
1372,800,1,1,44,3,552,784,760,736,808,688,0
1373,19200,1,2,24,0,0,0,192,1152,1152,768,1
1374,4600,1,1,30,2,4600,3818,3680,3542,3496,3726,0
1375,2500,0,1,26,1,0,0,75,0,25,250,0
1376,14000,0,1,55,3,0,0,0,0,140,140,1
1377,10900,0,2,27,2,9919,10137,10137,10246,10137,10246,0
1378,3000,0,1,26,2,2400,2310,2370,2580,2610,2670,1
1379,6000,1,1,25,2,5880,5040,2400,2340,2400,2460,0
1380,1800,0,2,46,0,54,18,18,18,54,54,0
1381,16900,0,1,31,2,15717,15548,16055,16224,16562,15548,0
1382,23000,0,2,29,0,6900,6210,2530,6210,4600,2760,0
1383,2700,0,3,24,0,216,297,378,459,27,27,0
1384,35700,1,2,43,0,0,357,714,714,714,0,0
1385,6900,0,4,23,0,138,414,69,0,0,0,1
1386,1300,1,2,28,0,91,78,26,-52,-26,91,0
1387,4500,1,1,47,0,4545,4590,4410,1800,1755,1800,0
1388,9300,0,1,44,0,10602,9951,10044,6510,6510,6603,1
1389,11700,0,2,42,0,8775,7605,6201,6201,6318,6552,0
1390,12700,0,3,61,2,5715,5588,5715,5842,5842,5969,0
1391,7700,0,1,26,2,7854,7392,6314,6314,6314,6083,0
1392,12500,0,1,23,2,10875,11625,11500,12000,12250,12500,1
1393,12500,1,2,22,0,6875,6875,6375,3750,3000,3000,0
1394,2300,1,1,28,2,1817,1909,1955,2231,2208,2024,0
1395,17100,0,3,37,0,342,0,0,0,0,0,0
1396,1300,0,3,23,2,1170,1131,1183,1105,1157,1144,0
1397,31000,1,1,29,0,4650,4960,4960,5270,4030,4340,0
1398,12000,1,2,33,0,1080,0,0,0,0,120,0
1399,34600,0,1,38,0,692,0,0,0,0,346,0
1400,7500,1,1,24,1,0,0,0,2850,2550,2400,0
1401,21700,1,2,49,0,4774,21917,20615,21049,16275,16709,0
1402,5000,1,2,37,2,5100,4850,2300,1000,1050,1000,0
1403,2100,1,3,51,2,273,168,0,126,189,168,1
1404,40000,1,5,31,0,400,0,0,0,0,400,0
1405,10000,1,1,37,0,9300,9300,9600,9400,3800,4000,0
1406,10900,1,2,46,0,10573,11009,9701,8393,2725,2834,0
1407,3300,0,3,47,0,3168,3168,3267,1089,990,1089,0
1408,30700,1,2,42,0,4298,3684,3377,2763,2149,1842,0
1409,800,1,5,45,0,1408,784,288,0,0,0,1
1410,27100,0,2,33,0,271,271,0,0,0,0,0
1411,3000,0,3,20,2,2760,3060,3000,3000,2730,2790,0
1412,41700,0,1,51,0,0,0,0,0,0,0,0
1413,10000,1,2,27,0,9400,9600,9900,10000,6300,6500,0
1414,16400,0,1,32,0,492,164,164,0,492,0,0
1415,3800,0,1,38,0,1520,1634,266,0,76,0,1
1416,11500,0,3,38,2,230,0,0,0,115,115,0
1417,25800,0,2,44,0,5676,5676,9546,8772,8256,7740,0
1418,20000,0,1,37,2,10200,10800,6800,6200,6000,6200,0
1419,5000,0,2,28,2,4950,5100,5100,2500,2450,2450,0
1420,6000,0,2,41,2,5760,5100,1980,1920,1680,2940,1
1421,3300,0,1,23,1,-33,-33,-33,-198,-231,-231,1
1422,13100,1,2,25,0,1703,1703,1179,786,917,4978,0
1423,5000,1,2,54,0,4950,4950,4700,2050,1450,1550,0
1424,2700,1,2,23,2,2052,2322,2268,2457,5130,2592,1
1425,14600,1,1,36,0,0,146,1168,1168,2190,1898,0
1426,7000,0,3,38,0,140,140,70,70,140,210,0
1427,33300,0,2,42,0,15984,1332,666,-333,18981,19314,0
1428,25700,1,1,41,2,1542,2827,-2313,-2570,3084,771,0
1429,29000,1,1,32,0,0,0,0,0,0,0,0
1430,13100,0,2,39,2,262,262,262,0,131,131,0
1431,3800,1,2,24,2,3648,5548,2736,2242,2242,2204,0
1432,7300,0,2,36,0,6716,5548,4526,4453,4453,4380,0
1433,7900,0,1,31,0,6557,6636,6083,6083,4266,4266,0
1434,13300,0,2,28,2,3857,3724,3591,3591,2793,2660,0
1435,7300,1,2,27,2,5767,6132,6205,6278,6351,6424,1
1436,6000,0,3,47,0,5880,5340,3720,3780,3540,3540,0
1437,17700,0,2,57,0,0,0,0,0,0,0,0
1438,25000,0,1,29,0,750,0,0,0,250,0,0
1439,14300,1,2,39,0,0,3575,858,0,0,0,0
1440,8500,0,3,50,0,8585,8585,8670,6885,7055,7395,0
1441,6700,0,3,50,0,6097,6231,5494,5360,5494,5561,1
1442,20000,1,2,36,2,19000,19400,19600,19600,19400,19800,1
1443,40800,1,1,26,0,26928,17136,12240,11016,9792,6528,0
1444,1800,0,2,24,2,1854,1926,1998,1620,1656,1728,0
1445,13800,0,2,30,1,0,0,0,0,0,0,0
1446,30000,0,2,40,0,6900,1800,1200,900,1200,900,0
1447,21400,0,2,31,2,642,214,0,0,0,0,0
1448,1400,1,2,24,2,966,1050,1120,1120,1218,1232,1
1449,1500,1,2,42,2,690,765,915,885,930,900,1
1450,31000,0,2,34,0,4960,4960,4960,4960,4960,4960,0
1451,1800,0,2,47,3,1458,1566,1656,1710,1854,1872,1
1452,18000,1,2,40,1,0,0,0,0,0,0,0
1453,25000,0,1,22,0,3000,3000,2500,3000,3250,3250,0
1454,11000,0,1,42,7,0,0,0,0,0,0,0
1455,38200,1,1,32,2,15662,764,0,2292,2292,4202,0
1456,4000,0,3,28,0,1840,1760,1880,1680,1880,1640,0
1457,14000,0,2,38,0,12880,13160,13440,13580,14000,14280,0
1458,11000,1,3,33,2,6710,6930,7150,7700,7810,8030,1
1459,24000,0,3,29,0,16800,10800,11040,6240,0,0,0
1460,10000,0,1,29,2,0,0,0,0,0,0,1
1461,15300,1,2,28,0,3366,3213,3060,3060,2907,2907,0
1462,15400,0,1,36,0,308,0,0,0,0,0,0
1463,3800,1,2,35,7,190,190,190,190,190,190,1
1464,8600,0,2,30,0,86,86,172,86,0,172,0
1465,22000,1,1,23,0,-220,8360,8580,9020,9460,10120,0
1466,3300,0,2,22,1,0,66,33,231,132,495,0
1467,18200,1,1,45,0,0,0,364,0,182,182,0
1468,9200,0,2,25,0,0,276,460,92,184,0,0
1469,16400,1,1,31,1,0,164,0,0,0,0,1
1470,10000,1,1,45,2,1200,1400,1500,1500,1600,1600,0
1471,5700,0,1,26,2,4389,4503,4617,4845,4959,5073,0
1472,15500,0,2,32,0,930,775,465,620,465,0,1
1473,10000,1,1,28,0,200,400,0,0,0,0,0
1474,1800,1,1,22,2,162,504,486,576,540,648,1
1475,9200,0,2,54,0,368,4600,4692,4508,3956,3588,0
1476,12000,0,1,43,0,480,480,600,600,600,600,0
1477,24000,1,1,43,0,2640,240,240,0,0,0,0
1478,1700,0,2,23,2,884,1088,1054,1207,1173,1224,1
1479,33300,0,2,38,2,1665,0,0,0,0,0,0
1480,3600,0,3,21,0,612,360,0,216,0,0,0
1481,36000,0,1,35,0,0,0,0,0,0,0,0
1482,4500,0,2,46,0,900,1035,675,1215,585,630,1
1483,43600,0,2,37,0,436,872,11336,16132,24852,26596,0
1484,23300,1,1,26,0,932,233,0,466,699,233,0
1485,18000,0,1,45,0,1620,0,0,0,0,0,0
1486,4200,1,2,33,0,1806,1050,1134,1260,1176,1596,1
1487,22000,0,2,26,0,14300,14080,13200,11880,11440,9680,0
1488,2700,0,5,50,0,2457,2565,2727,2727,2700,2700,0
1489,13600,0,3,52,0,0,136,136,136,272,0,0
1490,3100,0,3,41,0,620,403,403,279,93,0,0
1491,900,1,2,26,4,315,378,351,423,405,387,1
1492,13600,0,2,41,0,0,0,0,0,0,0,1
1493,10000,1,2,41,0,500,500,500,400,700,900,0
1494,7900,1,2,34,0,7979,7426,7110,5293,4661,4740,0
1495,10800,0,2,34,0,972,1188,5832,1728,648,540,0
1496,17700,0,1,32,0,708,0,0,177,177,354,0
1497,10700,0,1,41,0,1070,107,321,107,214,0,0
1498,2500,0,1,38,0,675,700,775,750,675,525,0
1499,18500,1,3,38,0,17760,16650,16835,11655,17575,17945,0
1500,16000,0,1,28,0,15840,16160,16320,16000,12800,13120,0
1501,33300,1,2,48,2,666,666,666,999,0,0,0
1502,13800,0,1,31,0,17664,2346,2484,4002,4002,4140,0
1503,17700,0,1,48,0,0,177,177,1416,708,708,0
1504,2000,0,1,24,0,260,0,840,40,160,780,0
1505,45000,1,1,38,0,0,0,0,0,0,0,0
1506,13800,0,1,28,0,4002,3726,3864,3864,3864,3864,0
1507,4300,0,1,46,2,2150,1333,1505,1505,1677,1634,0
1508,12100,1,1,31,0,10406,8954,9075,10406,4598,4235,0
1509,4600,0,3,26,0,1794,1288,644,46,2254,2300,0
1510,3000,0,2,24,0,2700,2520,2790,2460,2790,2550,0
1511,10800,0,2,23,3,8964,9180,9288,10800,10584,10800,1
1512,11700,1,3,32,0,585,936,468,702,1521,1872,0
1513,29100,1,1,38,0,0,582,2037,291,582,1164,0
1514,1800,0,2,34,2,1548,1512,1566,1620,1656,1674,0
1515,3300,1,1,47,0,3597,3399,3333,3267,3102,3300,1
1516,2000,1,3,36,2,1820,1760,1980,1940,1620,1440,1
1517,1800,1,2,25,3,1422,1944,1890,1836,1800,306,0
1518,29200,1,1,45,2,0,292,584,292,0,0,0
1519,2000,0,2,30,7,240,240,240,240,240,240,1
1520,700,1,2,25,0,259,329,406,497,245,301,1
1521,36000,1,5,35,0,2880,1080,1080,1800,3960,5400,0
1522,38500,0,1,30,0,385,385,2695,10010,6160,0,0
1523,14600,0,3,32,0,146,0,0,0,0,0,0
1524,21000,0,1,28,0,18270,18690,19110,12810,13020,13230,0
1525,17700,0,3,41,0,0,177,0,0,0,0,0
1526,2300,0,2,25,0,506,0,0,0,0,0,0
1527,3300,1,2,36,3,1287,1254,1221,1254,1353,1221,0
1528,15400,0,1,24,0,9394,9548,9702,8778,9086,9548,0
1529,8700,1,2,29,0,3567,3306,1131,870,870,783,1
1530,16400,0,1,28,0,2132,9348,7872,7052,6888,6888,0
1531,30000,0,2,53,0,12900,12900,12600,12300,11700,11400,0
1532,3800,1,3,24,0,3762,3458,2850,2432,2128,1824,0
1533,5300,1,2,34,0,3021,3074,3180,3233,3339,3445,0
1534,4600,0,2,37,1,0,4646,4324,0,0,46,0
1535,9000,0,1,37,0,990,0,0,0,0,180,0
1536,15500,0,1,40,0,0,155,155,0,0,0,0
1537,22700,0,3,29,2,2043,908,10215,10215,9534,9307,0
1538,20000,0,1,29,0,0,0,0,600,0,0,0
1539,8300,1,3,37,0,1079,664,166,0,0,0,0
1540,14300,0,1,29,0,858,429,715,715,143,286,0
1541,5000,1,2,39,0,4800,4600,4500,1850,1650,1850,0
1542,1800,1,3,29,0,1206,1278,1386,1530,1710,1422,1
1543,5700,0,2,30,2,5187,5358,5415,5757,5700,5358,0
1544,11000,1,2,28,2,5830,5610,5170,4840,4840,4840,1
1545,1500,1,3,47,0,1050,1170,1290,1380,1170,0,0
1546,7100,1,1,29,2,2485,2556,2769,2769,2769,2840,1
1547,30000,0,1,32,0,600,0,1200,900,1800,1500,0
1548,18200,0,2,27,0,182,0,0,0,0,0,0
1549,8000,1,3,36,2,4400,4480,4560,4640,4720,4800,1
1550,1800,1,2,26,3,90,90,90,90,90,90,1
1551,27700,1,1,28,0,831,1108,3324,9141,2770,1662,0
1552,10000,0,2,29,0,1900,3800,3900,4000,2000,3300,0
1553,2300,0,2,35,0,23,23,23,23,23,0,0
1554,32700,1,3,32,0,0,0,0,12426,12753,12753,0
1555,16000,1,1,34,0,11200,11360,11520,10880,5440,5280,0
1556,4700,0,3,38,0,2303,2162,705,1034,188,329,0
1557,2000,1,3,41,0,820,900,1080,1260,1320,1380,0
1558,5700,0,2,28,0,342,513,741,969,1254,741,0
1559,13000,1,2,34,0,0,0,0,0,0,0,0
1560,10000,1,1,25,0,9300,9100,8900,8400,6800,7000,0
1561,32700,0,1,29,0,0,0,981,654,0,0,0
1562,2300,1,2,50,0,2300,2162,1886,1794,1679,1587,0
1563,2300,0,1,26,2,989,1219,1173,1288,1472,1449,0
1564,10700,1,1,44,2,0,0,0,0,0,0,0
1565,10700,1,3,34,2,9630,9844,9309,8988,8453,8346,1
1566,24000,1,2,26,0,10800,10800,11040,11280,11520,11760,0
1567,22500,0,3,56,0,225,675,450,450,0,450,0
1568,11700,0,2,27,0,0,0,0,0,0,0,0
1569,5300,0,2,29,0,3074,3180,3286,3445,2703,2756,0
1570,13300,0,2,27,0,266,133,266,133,133,133,0
1571,4200,0,3,43,2,4872,4914,4788,378,84,84,0
1572,5300,0,3,38,0,318,265,0,0,106,0,0
1573,11000,0,3,38,0,9020,6050,6270,6380,6490,6600,1
1574,2000,0,1,28,0,1540,280,0,0,0,0,0
1575,35700,0,2,32,0,0,357,4284,3213,2856,1071,0
1576,28000,0,2,44,0,23240,22960,22960,13440,13160,12600,0
1577,2700,0,3,23,2,2754,2727,2754,2727,2700,2727,0
1578,18600,0,1,34,0,186,0,0,0,186,0,0
1579,18200,0,2,30,1,0,0,0,0,0,0,0
1580,6400,0,1,27,0,0,0,0,0,0,0,0
1581,29300,0,2,25,0,13185,12013,12306,11134,9962,9376,0
1582,16000,0,1,41,1,0,160,160,1600,1760,0,0
1583,4200,0,2,30,2,2520,2520,2352,1428,1470,1428,1
1584,10000,0,2,20,0,9800,9900,9800,9800,9800,6900,1
1585,10900,0,1,35,0,218,545,109,109,109,218,1
1586,34300,0,1,42,0,7546,28469,4802,5831,5831,7889,0
1587,19300,1,1,42,0,193,193,193,579,386,386,0
1588,20000,0,1,37,0,0,0,0,0,0,0,0
1589,3800,0,3,45,0,3420,3496,3572,1900,342,380,0
1590,6700,0,1,27,0,67,0,402,0,67,0,0
1591,9100,1,2,29,0,5278,5460,5824,6188,6279,5096,1
1592,21400,0,2,31,2,17976,16478,16050,16906,11984,12412,0
1593,3600,1,2,49,0,3384,3528,3564,2124,2160,2052,0
1594,36400,0,1,35,0,0,0,364,0,0,0,0
1595,1400,1,3,61,3,140,126,-56,84,56,0,0
1596,8700,1,2,20,0,8091,6612,8874,8526,3393,3393,0
1597,20000,0,1,29,0,400,1000,600,600,3000,1600,0
1598,1700,1,3,29,2,374,459,544,578,561,612,0
1599,19200,0,2,40,0,13632,13440,192,192,768,384,0
1600,19100,0,2,30,0,0,0,0,0,0,0,0
1601,19200,0,1,26,0,1344,1536,1152,1344,1152,3072,0
1602,5000,0,1,25,0,4950,5050,5050,4950,4150,3650,0
1603,22000,0,1,30,3,440,440,440,660,660,660,1
1604,3000,0,2,25,0,2460,2430,2400,2430,2490,780,0
1605,14300,0,3,69,2,143,143,143,143,0,0,1
1606,19300,0,2,38,0,6176,6176,6562,6562,6755,6948,0
1607,21300,0,1,43,0,2343,5112,3834,4686,5112,4686,0
1608,6200,1,2,23,0,682,124,124,3720,3658,3658,1
1609,1400,0,3,25,8,1708,1680,1638,1596,1526,1484,0
1610,16200,1,1,28,2,10854,11178,11502,12150,11826,11988,0
1611,11500,1,2,25,0,9085,9200,9545,9660,9890,10350,0
1612,8200,1,2,60,0,984,984,984,984,1394,1804,0
1613,25000,0,1,35,0,1250,1250,1500,750,750,750,0
1614,4500,1,2,32,2,2340,2430,2475,2565,2655,2700,0
1615,16400,0,5,36,1,0,0,0,0,0,0,0
1616,3000,0,2,34,2,3120,1110,1200,1230,1290,1320,0
1617,16700,0,2,29,2,3006,2839,2505,2171,2338,2505,0
1618,14600,0,2,35,0,0,0,0,0,0,146,0
1619,25700,1,2,49,2,257,0,0,257,0,0,0
1620,21800,0,2,29,0,2180,2398,0,0,0,0,0
1621,10000,0,2,29,2,400,500,500,300,300,100,1
1622,17000,0,1,25,0,17170,16490,17000,15300,11560,10540,0
1623,2000,0,3,43,2,660,900,860,760,840,800,0
1624,13000,0,2,31,0,4160,2470,1560,0,0,0,0
1625,33300,1,1,45,0,1998,6327,2331,1332,666,666,0
1626,30000,0,1,43,1,0,0,0,0,0,0,0
1627,15000,0,1,40,0,300,150,300,150,150,150,0
1628,30000,1,2,37,0,0,0,0,0,0,0,0
1629,22700,0,2,36,0,19522,20203,20430,20884,21338,21792,0
1630,6200,0,2,55,3,4960,5084,5146,5332,5394,5332,1
1631,3800,1,1,26,2,152,38,114,0,114,76,0
1632,11400,0,2,25,0,5358,3192,0,0,0,0,1
1633,1400,0,1,25,0,1022,1022,1106,1148,1176,1274,0
1634,18600,0,2,23,0,15624,15810,15810,14694,13206,11904,0
1635,5000,0,2,57,0,4850,4900,4800,4700,1900,1850,0
1636,11400,1,1,43,0,0,114,114,0,0,0,1
1637,16700,0,1,37,0,10521,10688,10521,9519,9519,9185,0
1638,29200,1,2,42,0,16352,16352,14892,15184,14600,14892,0
1639,5700,1,1,42,3,570,627,627,627,627,684,1
1640,13300,0,1,48,1,0,0,0,0,0,0,0
1641,18500,1,2,29,0,17760,17205,17020,16835,15725,15540,0
1642,1700,1,2,27,0,1173,1105,1190,935,459,0,1
1643,22700,1,1,47,0,18614,454,454,1816,454,681,1
1644,3600,0,2,31,2,1836,1908,2016,2088,2232,3924,1
1645,25000,1,3,34,0,6750,7000,7000,7250,7250,7500,0
1646,5400,1,3,43,2,2322,2268,2376,2538,2592,2646,0
1647,5700,0,1,26,0,5586,5643,5415,4218,4104,4161,0
1648,32700,0,2,28,0,327,1308,0,0,0,0,0
1649,17500,0,1,31,0,16625,17150,16100,14000,12075,12775,0
1650,3600,1,1,22,0,3528,3456,3492,3132,1440,1296,0
1651,45500,1,2,34,0,455,455,0,455,0,910,0
1652,33300,0,1,35,0,1332,4329,999,1665,333,0,0
1653,14200,1,3,23,2,6248,5538,5112,5112,4970,4828,1
1654,3300,0,1,31,0,0,0,0,0,0,-132,0
1655,10700,1,1,34,0,107,107,642,2354,214,321,0
1656,3600,0,3,59,2,1332,1368,1368,1296,1476,1404,0
1657,14000,0,2,23,0,12880,13020,13160,12740,4900,4900,0
1658,13300,1,2,35,1,0,0,0,0,0,0,0
1659,14000,0,1,33,0,0,0,0,0,0,0,0
1660,1300,0,2,39,3,1196,1261,1274,1300,1339,1352,1
1661,7100,0,2,31,0,142,142,0,71,0,0,0
1662,14300,0,1,26,0,0,0,0,0,0,0,0
1663,25000,0,2,63,2,0,0,0,2000,1500,0,0
1664,5400,1,2,31,1,0,918,1026,1134,1404,1134,0
1665,28700,0,2,40,0,6027,6027,6027,6027,6027,6027,0
1666,2000,0,1,27,0,1340,1420,1200,960,740,700,0
1667,10700,0,1,37,3,0,0,0,107,0,0,0
1668,30000,0,1,36,0,300,600,5700,6000,4800,4500,1
1669,21400,0,2,45,0,428,428,214,428,214,428,0
1670,30900,0,2,47,0,25956,25956,26265,618,309,618,0
1671,20000,0,1,31,2,7200,7400,7800,7200,7400,7800,1
1672,12300,1,1,30,0,8364,8487,8241,8487,8610,8733,0
1673,10000,1,1,26,2,2000,1900,2100,1800,2200,2000,0
1674,5000,0,3,32,2,50,50,50,100,50,50,0
1675,29100,1,1,47,0,1746,291,0,291,4656,4656,0
1676,19200,0,1,31,0,15168,15744,16128,16704,16896,17280,0
1677,12500,0,2,24,2,14250,13875,12125,9500,9625,9375,0
1678,20000,0,2,36,0,0,0,0,0,200,0,0
1679,3800,1,2,42,0,228,0,418,0,0,0,1
1680,2000,0,2,30,3,1940,1880,1980,1940,1880,1820,1
1681,5500,0,1,37,2,5115,5445,5390,5225,4895,3135,0
1682,9000,0,1,23,2,2340,1530,1170,3240,3060,2700,0
1683,3600,0,1,29,0,1944,3204,2304,1440,1080,1332,0
1684,15400,0,2,46,0,0,1078,1078,1078,1078,1078,0
1685,7300,1,3,45,1,-146,3285,3358,0,0,0,0
1686,33300,0,1,32,2,999,1332,1665,999,0,666,0
1687,6900,0,2,56,2,6279,6417,6210,2415,2553,1725,1
1688,18000,0,1,26,0,0,0,0,0,0,0,0
1689,14200,0,1,42,0,13916,13774,13064,12638,10650,10508,0
1690,4200,1,2,23,2,3948,1554,924,882,1050,1008,0
1691,23600,1,1,30,2,236,0,0,0,0,0,0
1692,4300,1,2,25,2,4042,4429,4429,4214,2021,2107,0
1693,12700,1,2,29,2,12065,12319,10287,10541,10668,10922,1
1694,12900,0,3,39,0,0,0,0,0,0,0,0
1695,3000,0,1,22,0,2250,2580,2640,1380,1620,1860,0
1696,12700,1,1,25,0,1524,381,508,381,0,0,0
1697,14000,1,1,37,0,0,140,0,0,0,0,0
1698,30000,0,5,36,0,0,300,5400,900,1500,1200,0
1699,3800,1,1,27,0,3724,3800,2926,1482,1520,1558,0
1700,6700,0,1,29,3,201,134,134,268,268,268,0
1701,3800,1,2,26,2,1558,1786,1786,1748,1786,1824,1
1702,9300,0,1,29,2,5208,5673,5487,5301,5673,5580,0
1703,25000,0,2,22,0,0,0,2000,2000,2250,2250,1
1704,1300,1,3,37,1,-130,1053,1118,1183,1209,1235,0
1705,11500,0,3,57,2,11385,11155,11155,11845,11615,11155,0
1706,11500,0,1,26,0,345,805,575,1035,0,0,0
1707,18600,1,1,53,0,5208,4836,4650,4650,4278,3906,0
1708,2300,1,3,42,0,782,874,943,989,1058,1104,0
1709,32700,0,2,49,1,0,0,0,0,0,0,1
1710,10000,1,2,29,0,5400,5600,2400,1900,2200,2600,0
1711,22100,0,2,45,0,0,3094,1326,5746,1326,1768,0
1712,33300,0,1,41,0,0,0,0,0,4995,0,0
1713,41700,1,3,30,0,0,417,417,417,417,0,0
1714,10000,1,2,38,2,10300,9800,10000,9900,4400,4300,1
1715,25000,1,1,44,0,0,0,250,500,500,500,0
1716,2500,0,3,38,2,150,50,150,0,0,0,1
1717,14000,0,2,30,2,10640,8540,8260,8120,8680,8400,0
1718,18200,0,2,29,0,3094,0,182,182,0,0,0
1719,1400,1,3,39,2,700,224,98,28,28,28,0
1720,21500,1,1,38,0,0,215,215,0,0,0,0
1721,1500,1,2,34,0,1005,1125,1230,1335,1365,1320,0
1722,3600,1,2,41,2,3420,3600,3636,2304,2124,2160,1
1723,8300,0,2,29,0,7802,7885,8051,8134,6474,5478,0
1724,32700,0,1,27,2,327,0,0,0,0,0,0
1725,9300,0,3,29,0,9393,9300,8928,8277,7068,5952,1
1726,1800,0,1,39,0,180,54,0,0,576,1008,0
1727,10000,0,1,21,2,800,9900,8800,8600,8300,7800,0
1728,7100,0,2,44,2,5112,5254,5325,5183,5467,5609,0
1729,1300,1,2,28,0,52,65,39,143,26,0,0
1730,9300,1,2,50,0,7812,7812,6510,3255,0,0,0
1731,25000,0,1,46,0,250,250,1250,1000,750,250,0
1732,30000,1,2,52,2,19800,19500,19800,20400,21600,21900,0
1733,1700,1,3,41,2,68,68,34,0,68,0,0
1734,3000,0,2,41,0,2970,3060,3030,2940,2970,2880,0
1735,29000,0,2,29,0,28420,28420,28420,27550,21750,22040,0
1736,8300,1,1,29,2,7055,7221,7304,7387,7553,7719,1
1737,9300,1,3,43,0,9300,9300,9300,9114,4557,4464,0
1738,4300,1,2,24,2,86,129,43,43,86,43,0
1739,25000,0,2,63,2,0,0,0,2000,1500,0,0
1740,8200,0,2,32,0,246,246,0,0,0,0,0
1741,8500,1,1,28,0,3740,3400,3230,3145,3060,2125,0
1742,7100,1,6,53,2,7242,6958,7029,7171,6816,6887,0
1743,5700,0,2,27,0,5529,5586,5643,5700,5643,5700,0
1744,27900,0,3,42,0,6696,279,0,-279,2511,2790,0
1745,6700,0,5,29,0,10184,4422,4087,3283,1943,2010,0
1746,17700,0,1,27,0,4779,4956,5133,5133,5310,5310,0
1747,1700,0,2,24,0,1598,1632,1275,1105,1037,1360,0
1748,5300,0,2,22,0,2332,2491,2385,2491,2544,2597,0
1749,22100,1,1,29,2,13702,13260,5083,5525,6188,6409,1
1750,10700,0,1,41,0,1070,107,321,107,214,0,0
1751,13600,1,1,33,2,13056,13192,13328,13464,13736,12376,0
1752,4500,1,3,43,2,225,1080,1035,1080,180,225,1
1753,4200,0,3,54,0,1848,1932,2016,2058,2100,2184,0
1754,12700,0,2,25,2,254,254,381,381,508,635,1
1755,36000,0,1,29,0,0,720,0,360,0,0,0
1756,20900,1,1,41,1,0,209,209,209,209,0,1
1757,5700,0,5,37,2,228,114,114,114,171,114,0
1758,20900,1,1,27,0,0,0,0,0,0,0,0
1759,2300,0,1,22,0,299,391,460,460,0,0,0
1760,20000,1,1,34,0,4400,4600,4600,6600,9400,9600,0
1761,12000,1,2,24,0,720,0,0,2040,0,0,0
1762,4500,0,2,47,3,4725,4590,4500,4455,900,900,0
1763,4500,0,3,41,0,4590,4410,4230,1080,900,900,0
1764,13800,0,2,43,0,11730,7590,7728,7866,0,0,0
1765,26200,0,1,29,0,262,1048,1310,786,262,1048,0
1766,10000,1,3,28,2,6800,6700,7500,7300,7400,7600,1
1767,24500,1,0,36,1,0,980,6370,1715,0,0,0
1768,9200,1,2,27,2,2392,2576,3312,3680,4048,1472,0
1769,4500,0,1,40,2,720,675,630,495,585,450,0
1770,3300,1,1,56,0,3663,3498,3333,2277,1485,1221,0
1771,4200,1,2,27,0,1890,4074,4158,2226,1764,1554,0
1772,2000,0,3,29,3,1880,1840,1780,1820,1920,1940,1
1773,5300,0,1,26,2,4611,4558,4611,3816,3127,2703,1
1774,24700,1,2,38,2,22230,22477,22724,22971,21489,18278,1
1775,17700,0,3,45,0,21063,26373,26550,12390,6549,0,0
1776,3300,0,3,23,2,3069,3135,3432,3399,3333,3201,0
1777,20900,0,5,37,0,0,0,0,209,209,418,0
1778,8000,1,2,39,0,8160,6560,6240,80,80,80,0
1779,14300,1,1,37,2,11154,11583,12441,11154,9295,8437,1
1780,45500,0,3,36,0,6370,6370,5915,2730,4095,3185,0
1781,2000,0,3,39,0,1900,1380,920,660,300,60,0
1782,15000,0,3,30,0,900,900,900,900,900,900,0
1783,14200,0,2,31,1,0,0,8378,0,0,0,0
1784,16700,1,1,32,0,5010,7181,11690,5511,4175,1837,0
1785,13300,0,1,33,0,532,133,0,665,532,0,0
1786,7300,0,3,50,0,7300,7300,5402,5402,5402,5402,0
1787,2300,0,3,48,1,0,0,0,0,0,0,0
1788,28000,0,2,32,0,9800,7840,6160,5600,5320,5320,0
1789,16400,1,2,41,0,656,656,656,328,820,328,0
1790,18000,1,3,65,0,19080,17460,17460,17640,18180,12240,1
1791,3800,1,2,52,2,3762,3838,3876,3762,3800,3876,1
1792,8600,1,1,30,2,516,688,1204,1204,1118,1204,1
1793,21700,0,1,42,0,5208,4123,6293,8029,1302,651,0
1794,38500,0,3,30,0,8470,7315,7315,7315,6930,6930,0
1795,18000,1,1,32,2,22140,20700,20160,19620,19260,18720,1
1796,23000,0,1,36,0,230,0,0,0,0,0,1
1797,15700,0,1,33,0,4867,5338,5338,5495,5652,5809,0
1798,800,1,3,38,0,360,280,552,696,648,688,0
1799,23000,0,2,28,2,460,690,460,230,230,230,1
1800,23000,0,3,33,0,19090,19090,16560,13570,14030,13110,0
1801,1000,1,2,28,0,500,600,710,810,910,0,0
1802,22100,1,1,35,0,1326,1768,1768,1547,1326,663,0
1803,32700,0,1,48,1,0,327,0,0,0,0,1
1804,5700,0,2,28,0,1140,1254,1254,912,741,228,0
1805,20000,1,2,30,0,14400,11400,11600,11800,11600,6000,1
1806,14500,1,2,39,3,4350,4350,4350,4495,4350,4640,0
1807,5000,0,2,30,0,4700,4950,5050,4550,4000,4100,1
